system:index,vh,vh_vv_ratio,vv,angle,date,dewpoint_temperature_2m,latitude,longitude,oil_candidate,orbit_direction,orbit_type,surface_net_solar_radiation,surface_pressure,temperature_2m,total_precipitation,u_component_of_wind_10m,v_component_of_wind_10m,wind_direction_degrees,wind_speed_10m,.geo,nasa_power_air_temp_2m,nasa_power_max_air_temp_2m,nasa_power_min_air_temp_2m,nasa_power_wind_speed_2m_m/s,nasa_power_precipitation_mm,nasa_power_solar_radiation_MJm2day
415_2_88,-33.32207088210436,3.091803260774236,-10.777552150507791,44.3329963684082,2023-08-31,291.8251508076985,37.26195866748024,-75.85615398810167,0,0,ASC,1318737.5833333333,100866.00162760416,296.4218406677246,0.0036936038276849,-4.835348765055339,-8.333633184432983,-149.87679387991406,9.63483470187241,"{""type"":""Point"",""coordinates"":[-75.85615398810167,37.26195866748024]}",22.48,24.19,21.56,9.07,2.57,5.3
415_2_244,-48.203775715072695,2.994104097429181,-16.0995657286805,39.95936584472656,2023-08-31,292.40539169311523,37.15004519356479,-76.73030072712079,0,0,ASC,1928986.75,100766.25162760416,295.5299949645996,0.0055093724073268,-1.8330701192220047,-3.5931546688079834,-152.97131672355405,4.033721177270584,"{""type"":""Point"",""coordinates"":[-76.73030072712079,37.15004519356479]}",21.48,25.59,17.09,2.02,3.89,13.19
415_2_260,-23.565562426451997,2.5449207438806853,-9.259841385283169,44.32460784912109,2023-08-31,291.8251508076985,37.271444156944106,-75.85993330772948,0,0,ASC,1318737.5833333333,100866.00162760416,296.4218406677246,0.0036936038276849,-4.835348765055339,-8.333633184432983,-149.87679387991406,9.63483470187241,"{""type"":""Point"",""coordinates"":[-75.85993330772948,37.27144415694411]}",22.48,24.19,21.56,9.07,2.57,5.3
415_2_261,-22.569905019031157,1.309765609016886,-17.232018357828306,40.44173431396485,2023-08-31,292.81074651082355,36.86741557389423,-76.57475483558154,0,0,ASC,1394389.0,100748.75162760416,295.2709617614746,0.0095403864151535,-1.922100067138672,-3.596654017766317,-151.87935609795807,4.078037370060392,"{""type"":""Point"",""coordinates"":[-76.57475483558154,36.86741557389423]}",21.48,25.59,17.09,2.02,3.89,7.47
416_1_11,-30.666518517145413,1.2976959030317212,-23.631513704791125,34.870147705078125,2023-09-07,294.5292027791341,39.68334252710496,-76.19965432641052,1,0,ASC,5331372.75,99720.40673828124,301.85744031270343,0.00012183636424367704,0.4342002868652344,1.7736106713612874,13.756111501517047,1.825985953582472,"{""type"":""Point"",""coordinates"":[-76.19965432641052,39.68334252710496]}",28.72,35.05,23.58,1.49,3.84,17.01
416_1_33,-34.053344543607906,1.086403394341016,-31.345027750271136,35.548519134521484,2023-09-07,294.9702835083008,39.36853550007995,-76.01059248597983,1,0,ASC,5564790.083333333,100677.86507161458,302.7230002085368,1.741151012405832e-05,0.5793011983235677,2.248382806777954,14.448153052846369,2.3218128960348703,"{""type"":""Point"",""coordinates"":[-76.01059248597983,39.36853550007995]}",28.72,35.05,23.58,1.49,3.84,17.01
416_1_41,-32.967025618037866,1.3698396487913949,-24.06633918584892,40.70075225830078,2023-09-07,295.7661819458008,39.33518587725137,-75.00825585474045,1,0,ASC,5662355.833333333,100822.74007161458,301.4991232554118,6.650884690391953e-07,0.5777142842610677,2.1427106062571206,15.08919665542436,2.2192256614427555,"{""type"":""Point"",""coordinates"":[-75.00825585474045,39.33518587725137]}",26.89,31.97,22.6,2.02,1.11,19.94
416_1_133,-32.11314851075802,1.3962527299379752,-22.999524242423192,35.00172424316406,2023-09-07,296.0555699666341,39.15744350954389,-76.0593068740037,1,0,ASC,5326539.0,100638.94840494792,302.0335470835368,8.327029642885009e-05,0.2856000264485677,2.701100905736288,6.035724519765149,2.716157852201675,"{""type"":""Point"",""coordinates"":[-76.0593068740037,39.15744350954389]}",28.78,34.17,23.85,2.18,1.15,17.01
416_1_159,-23.241246689450787,0.9575020883733784,-24.27278955488591,35.81780242919922,2023-09-07,294.9398473103841,39.54521501686321,-75.998506866675,1,0,ASC,5674848.583333333,100769.69840494792,303.24660046895343,9.727478001764212e-06,0.6619427998860677,2.2098492781321206,16.67516949146379,2.3068597925279426,"{""type"":""Point"",""coordinates"":[-75.998506866675,39.54521501686321]}",28.72,35.05,23.58,1.49,3.84,19.94
416_1_250,-32.32579731617974,1.4304360395156115,-22.598561853297696,34.67387390136719,2023-09-07,297.78196970621747,37.71258471480023,-75.77961592134223,1,0,ASC,6100749.25,100896.99007161458,300.72487195332843,2.726912242678736e-07,0.2624066670735677,4.741262038548787,3.167821461858189,4.748517976917478,"{""type"":""Point"",""coordinates"":[-75.77961592134223,37.71258471480023]}",26.82,27.83,25.81,3.67,1.76,20.05
416_1_332,-29.437350271391143,1.010378652579388,-29.13496855484897,35.37126922607422,2023-09-07,294.9702835083008,39.38555439127583,-76.04693847405206,1,0,ASC,5564790.083333333,100677.86507161458,302.7230002085368,1.741151012405832e-05,0.5793011983235677,2.248382806777954,14.448153052846369,2.3218128960348703,"{""type"":""Point"",""coordinates"":[-76.04693847405206,39.385554391275825]}",28.72,35.05,23.58,1.49,3.84,17.01
416_1_376,-28.057599120301283,1.2072490714426714,-23.24093659212531,36.99414443969727,2023-09-07,297.3600133260091,37.91178868352463,-75.40746553928166,1,0,ASC,6142511.666666667,100925.03173828124,300.2745952606201,2.7500092727450465e-06,0.7154095967610677,3.714081048965454,10.902830973467324,3.782354944928114,"{""type"":""Point"",""coordinates"":[-75.40746553928166,37.91178868352463]}",27.28,30.54,24.48,3.02,1.56,20.05
416_1_497,-27.288259188884155,1.1844796078998676,-23.038184031945804,30.66031646728516,2023-09-07,294.0078811645508,39.472392966361205,-76.88276342017048,1,0,ASC,4891062.166666667,98790.15673828124,300.7343120574951,0.0032679862032078,-0.1025021870930989,1.283172845840454,-4.567193254343146,1.2872603663055733,"{""type"":""Point"",""coordinates"":[-76.88276342017048,39.472392966361205]}",28.49,35.33,23.68,1.43,6.0,17.01
416_2_38,-33.22883520519041,2.333403442234657,-14.240501493975586,31.47509765625,2023-09-07,296.4088414510091,38.05463005904797,-76.4054840714764,0,0,ASC,5942382.166666667,100860.24007161458,302.2298361460368,1.5983482176314585e-05,-0.712975819905599,3.541961908340454,-11.38120604260811,3.6130082590418766,"{""type"":""Point"",""coordinates"":[-76.4054840714764,38.05463005904798]}",28.44,31.75,25.6,2.75,0.57,20.22
416_2_88,-15.3277366155479,2.133402730085052,-7.184642824065774,33.62755584716797,2023-09-07,297.6532262166341,37.26195866748024,-75.85615398810167,0,0,ASC,6401423.833333333,100917.40673828124,300.6106955210368,2.13086579492483e-07,0.3434613545735677,5.551768223444621,3.540104169636463,5.562382233264355,"{""type"":""Point"",""coordinates"":[-75.85615398810167,37.26195866748024]}",26.82,27.83,25.81,3.67,1.76,20.05
416_2_260,-16.54230589480212,2.5393607958476254,-6.514358228201433,33.618412017822266,2023-09-07,297.6532262166341,37.271444156944106,-75.85993330772948,0,0,ASC,6401423.833333333,100917.40673828124,300.6106955210368,2.13086579492483e-07,0.3434613545735677,5.551768223444621,3.540104169636463,5.562382233264355,"{""type"":""Point"",""coordinates"":[-75.85993330772948,37.27144415694411]}",26.82,27.83,25.81,3.67,1.76,20.05
416_2_314,-27.417618322311636,1.6806078296127305,-16.314108407212164,33.63862228393555,2023-09-07,297.4781773885091,39.01773129010771,-76.26791445117814,0,0,ASC,5868182.416666667,100791.90673828124,301.8121929168701,9.337142107312955e-05,-0.2441444396972656,3.608612298965454,-3.870507541876101,3.6168617932787854,"{""type"":""Point"",""coordinates"":[-76.26791445117814,39.01773129010771]}",28.78,34.17,23.85,2.18,1.15,17.01
417_1_31,-28.484890339856825,1.200947377168578,-23.718683167462693,39.4113883972168,2023-09-12,294.1884682973226,37.32722945812118,-76.8763935436474,1,0,ASC,5047655.0,101397.42138671876,299.13948186238605,0.00011776400108705803,0.1867332458496093,0.8000933329264323,13.137064910538182,0.8215951840772057,"{""type"":""Point"",""coordinates"":[-76.8763935436474,37.32722945812118]}",26.13,33.3,19.64,0.59,2.04,20.81
417_1_133,-31.89687874987264,1.368348390669549,-23.310495314914004,45.42060089111328,2023-09-12,293.3178628285726,39.15744350954389,-76.0593068740037,1,0,ASC,4520216.916666667,101336.79638671876,297.4393679300944,0.0006801394124783163,-0.1037534077962239,-0.306067148844401,-161.27390456541443,0.3231746729418478,"{""type"":""Point"",""coordinates"":[-76.0593068740037,39.15744350954389]}",25.63,30.31,21.07,1.45,10.69,18.92
417_1_139,-35.974408216859544,1.3514122858704805,-26.61986174980456,44.61118698120117,2023-09-12,293.9106362660726,39.03327481911461,-76.18847968650985,1,0,ASC,4988643.583333333,101474.83805338542,297.80053329467773,0.0005674667656379029,-0.3252703348795573,-0.0528119405110677,-99.22225105064258,0.3295298041349278,"{""type"":""Point"",""coordinates"":[-76.18847968650985,39.0332748191146]}",25.63,30.31,21.07,1.45,10.69,18.92
417_1_192,-28.316080226733472,1.0320864036448936,-27.435765190523806,44.92194747924805,2023-09-12,293.3830483754476,39.39199763548393,-76.21323492350629,1,0,ASC,4754410.25,101443.79638671876,297.15136337280273,0.00063270715375315,0.1578025817871093,-0.2448692321777343,147.2008050822379,0.2913118529788833,"{""type"":""Point"",""coordinates"":[-76.21323492350629,39.39199763548393]}",24.34,30.21,18.66,1.09,7.02,18.92
417_1_250,-27.915162309247517,1.0177012737486335,-27.429623042942563,45.10535430908203,2023-09-12,295.0644448598226,37.71258471480023,-75.77961592134223,1,0,ASC,5876653.333333333,101540.50472005208,298.6610476175944,0.00020390676023633128,0.6587791442871094,1.3166135152180989,26.58149450116151,1.4722299784349642,"{""type"":""Point"",""coordinates"":[-75.77961592134223,37.71258471480023]}",26.32,27.73,25.26,3.07,2.11,20.57
417_1_265,-30.305587299053716,1.161529319959243,-26.091108315816868,42.8914794921875,2023-09-12,294.36579577128094,38.18102449592077,-76.354758736145,1,0,ASC,5360617.333333333,101468.42138671876,298.8922487894694,0.0005118146538691803,-0.2617530822753906,1.1805864969889324,-12.501080450904356,1.2092556193598052,"{""type"":""Point"",""coordinates"":[-76.354758736145,38.18102449592077]}",27.15,30.77,24.32,2.33,1.4,19.04
417_1_290,-29.457789209114683,1.2293408661344658,-23.962263047304067,43.93195724487305,2023-09-12,294.0532143910726,38.73392230176207,-76.24842717678327,1,0,ASC,5112850.25,101498.87972005208,298.0543581644694,0.0007592221256302878,-0.3772722880045573,0.5094439188639323,-36.522059092384914,0.6339301899764945,"{""type"":""Point"",""coordinates"":[-76.24842717678327,38.73392230176207]}",26.8,31.24,23.47,1.6,5.16,19.04
417_1_301,-29.59023981424009,1.240476222999595,-23.85393550122867,40.37932586669922,2023-09-12,294.8547280629476,37.199262478617065,-76.65976736977741,1,0,ASC,5292877.75,101426.87972005208,299.42065048217773,0.00013999684402913695,0.203253428141276,0.7889442443847656,14.446795077384522,0.8147054540133076,"{""type"":""Point"",""coordinates"":[-76.65976736977741,37.199262478617065]}",25.8,32.6,19.69,0.63,5.22,20.81
417_1_313,-33.065175907221445,1.373951274129922,-24.06575584578902,44.86639404296875,2023-09-12,293.3830483754476,39.38696392935898,-76.22444844690204,1,0,ASC,4754410.25,101443.79638671876,297.15136337280273,0.00063270715375315,0.1578025817871093,-0.2448692321777343,147.2008050822379,0.2913118529788833,"{""type"":""Point"",""coordinates"":[-76.22444844690204,39.38696392935898]}",24.34,30.21,18.66,1.09,7.02,18.92
417_1_332,-32.040168247638135,1.451803321764884,-22.06922092497248,45.70757675170898,2023-09-12,292.9396890004476,39.38555439127583,-76.04693847405206,1,0,ASC,4683715.5,101381.46305338542,296.78246688842773,0.0008826027313825572,0.3224754333496094,-0.2147992451985677,123.667382118885,0.3874649930663321,"{""type"":""Point"",""coordinates"":[-76.04693847405206,39.385554391275825]}",24.34,30.21,18.66,1.09,7.02,18.92
417_1_355,-31.095956832731883,1.236889538699213,-25.14044776014053,44.55693435668945,2023-09-12,295.17438952128094,37.5492397986249,-75.86663133426741,1,0,ASC,5603924.416666667,101544.71305338542,298.9586550394694,0.00016791052184572663,0.7227032979329427,1.6575965881347656,23.5569456753276,1.808293810706426,"{""type"":""Point"",""coordinates"":[-75.86663133426741,37.54923979862491]}",26.32,27.73,25.26,3.07,2.11,20.57
417_1_384,-26.909055521219795,1.1454784921146195,-23.49154148808514,40.7231330871582,2023-09-12,294.07355944315594,37.8070165520791,-76.72082444657929,1,0,ASC,5274146.833333333,101345.42138671876,298.8258425394694,0.00023222851256103164,0.2900861104329427,0.836266835530599,19.130751751437675,0.8851509315786068,"{""type"":""Point"",""coordinates"":[-76.72082444657929,37.807016552079105]}",26.49,33.63,20.5,0.52,1.43,20.81
417_1_396,-27.74353825638561,1.1701616264482153,-23.709150624427338,41.3032112121582,2023-09-12,294.4699624379476,37.66804204662815,-76.5763059713333,1,0,ASC,5266123.333333333,101385.33805338542,298.9049441019694,0.0002224595596350317,0.252447764078776,0.985192616780599,14.372350611311877,1.0170223034660435,"{""type"":""Point"",""coordinates"":[-76.5763059713333,37.66804204662815]}",26.13,33.3,19.64,0.59,2.04,20.81
417_1_398,-43.14792597748895,1.824166204381913,-23.65350584493965,43.141300201416016,2023-09-12,295.29157702128094,36.94709711009913,-76.04567074652736,1,0,ASC,5815501.833333333,101561.62972005208,299.07812118530273,0.00011554947122505156,-0.1160418192545573,1.4474728902180989,-4.583517570048148,1.4521168932741757,"{""type"":""Point"",""coordinates"":[-76.04567074652736,36.94709711009913]}",26.69,30.9,22.62,2.13,1.59,21.22
417_1_399,-33.626586645001474,1.5228734280959155,-22.08101213443955,40.34682083129883,2023-09-12,294.8547280629476,37.158555875725824,-76.65732967341695,1,0,ASC,5292877.75,101426.87972005208,299.42065048217773,0.00013999684402913695,0.203253428141276,0.7889442443847656,14.446795077384522,0.8147054540133076,"{""type"":""Point"",""coordinates"":[-76.65732967341697,37.158555875725824]}",25.8,32.6,19.69,0.63,5.22,20.81
417_1_438,-24.76894457412022,1.0957951437860738,-22.603626886446328,44.06254196166992,2023-09-12,293.0917886098226,39.38341433265008,-76.39936747439695,1,0,ASC,4597994.166666667,100966.79638671876,296.6857058207194,0.0004853713015672649,0.0597394307454427,-0.2531700134277344,166.72302713886577,0.2601227696392393,"{""type"":""Point"",""coordinates"":[-76.39936747439695,39.38341433265008]}",24.34,30.21,18.66,1.09,7.02,18.92
417_1_480,-31.669570583677963,1.3431915088716386,-23.577851984995277,39.437049865722656,2023-09-12,292.63662910461426,38.097455177413615,-77.03824758957788,1,0,ASC,4960830.333333333,101193.04638671876,298.8895632425944,0.00011732317506840673,0.1588605244954427,0.4139442443847656,20.99544174155282,0.4433807660490492,"{""type"":""Point"",""coordinates"":[-77.03824758957788,38.09745517741361]}",26.49,33.63,20.5,0.52,1.43,18.48
417_2_88,-24.525750356126444,2.3041960640120465,-10.64395115466972,44.33737564086914,2023-09-12,295.29084459940594,37.26195866748024,-75.85615398810167,0,0,ASC,6218240.416666667,101556.33805338542,298.8666140238444,0.0001062058998850072,0.3839581807454427,1.8268674214680989,11.86927152103709,1.8667802388558887,"{""type"":""Point"",""coordinates"":[-75.85615398810167,37.26195866748024]}",26.32,27.73,25.26,3.07,2.11,20.57
417_2_260,-25.69352761597189,3.510762981599872,-7.318502488101098,44.3289909362793,2023-09-12,295.29084459940594,37.271444156944106,-75.85993330772948,0,0,ASC,6218240.416666667,101556.33805338542,298.8666140238444,0.0001062058998850072,0.3839581807454427,1.8268674214680989,11.86927152103709,1.8667802388558887,"{""type"":""Point"",""coordinates"":[-75.85993330772948,37.27144415694411]}",26.32,27.73,25.26,3.07,2.11,20.57
417_2_263,-22.97063354118457,1.407501914767986,-16.32014372425992,37.92222213745117,2023-09-12,292.93667793273926,37.326804626379854,-77.15743608594235,0,0,ASC,4945794.916666667,101321.79638671876,299.13508733113605,9.379299977988846e-05,0.287604014078776,0.951989491780599,16.810007283520427,0.9944848220937854,"{""type"":""Point"",""coordinates"":[-77.15743608594235,37.326804626379854]}",26.13,33.3,19.64,0.59,2.04,19.88
417_2_331,-19.520406640274054,1.4474431339839064,-13.486130254075386,38.98268508911133,2023-09-12,293.18789863586426,37.55534405008471,-77.00673349392598,0,0,ASC,4880589.166666667,101343.33805338542,298.87255477905273,0.0001376222819047257,0.186407725016276,0.8175493876139323,12.844313515395427,0.8385313596602451,"{""type"":""Point"",""coordinates"":[-77.00673349392598,37.555344050084706]}",26.13,33.3,19.64,0.59,2.04,19.88
417_2_483,-23.842890453987813,1.4282831033695484,-16.693392505826484,41.319068908691406,2023-09-12,294.4699624379476,37.7194843544084,-76.58245698003657,0,0,ASC,5266123.333333333,101385.33805338542,298.9049441019694,0.0002224595596350317,0.252447764078776,0.985192616780599,14.372350611311877,1.0170223034660435,"{""type"":""Point"",""coordinates"":[-76.58245698003657,37.719484354408394]}",26.13,33.3,19.64,0.59,2.04,20.81
418_1_41,-22.55305366965469,0.969467171087786,-23.263349541118707,40.69672393798828,2023-09-19,286.24217732747394,39.33518587725137,-75.00825585474045,1,0,ASC,5447398.916666667,101314.06917317708,292.6634915669759,0.0007184155285323198,3.637592315673828,-1.6505260467529297,114.4057604088192,3.994535528200887,"{""type"":""Point"",""coordinates"":[-75.00825585474045,39.33518587725137]}",18.44,23.97,13.68,2.67,0.01,19.71
418_1_102,-30.008886958401785,1.161585869707206,-25.83441116235853,38.91101837158203,2023-09-19,286.4817606608073,38.405178497515976,-75.15427952171069,1,0,ASC,5575444.416666667,101388.44417317708,293.6199531555176,0.0003026265650952394,3.1805203755696616,-1.6363658905029297,117.22565160418328,3.576786712541751,"{""type"":""Point"",""coordinates"":[-75.15427952171069,38.405178497515976]}",20.87,23.78,18.3,4.33,0.02,21.04
418_1_133,-29.2225232454621,0.9918323979600128,-29.463166665624737,34.997215270996094,2023-09-19,285.31566365559894,39.15744350954389,-76.0593068740037,1,0,ASC,5256900.25,101251.65250651042,292.9564603169759,0.0005945651481513714,3.383482615152994,-2.251885096232096,123.64584737104322,4.064350021058076,"{""type"":""Point"",""coordinates"":[-76.0593068740037,39.15744350954389]}",19.64,25.05,14.6,2.86,0.01,19.89
418_1_159,-36.56491636791179,1.6523584827240492,-22.128924655400148,35.8133544921875,2023-09-19,285.5838114420573,39.54521501686321,-75.998506866675,1,0,ASC,5558879.166666667,101370.86083984376,292.31640497843426,0.0005322217941248949,2.8930447896321616,-1.6086966196695964,119.07653602403025,3.3102285372696225,"{""type"":""Point"",""coordinates"":[-75.998506866675,39.54521501686321]}",18.43,24.81,13.22,1.94,0.01,19.71
418_1_192,-30.336788077604563,1.3054667478569033,-23.23826947519454,34.45430374145508,2023-09-19,285.20067342122394,39.39199763548393,-76.21323492350629,1,0,ASC,5599485.333333333,101354.31917317708,292.54247919718426,0.0004291566709642147,3.131488800048828,-2.0201549530029297,122.82646947252312,3.7265598262973754,"{""type"":""Point"",""coordinates"":[-76.21323492350629,39.39199763548393]}",18.43,24.81,13.22,1.94,0.01,19.89
418_1_239,-26.21125453606037,1.0300714509868918,-25.44605474789915,34.04846954345703,2023-09-19,286.9580790201823,37.95935169625495,-75.94619901488262,1,0,ASC,5942697.416666667,101536.44417317708,294.35497919718426,0.000372398147976849,2.6673367818196616,-2.6362438201904297,134.6640995588213,3.750262255781627,"{""type"":""Point"",""coordinates"":[-75.94619901488262,37.95935169625495]}",21.92,25.11,18.54,2.81,0.01,21.37
418_1_250,-30.590251913545323,1.0155017612339443,-30.12328789698489,34.66950225830078,2023-09-19,287.6079813639323,37.71258471480023,-75.77961592134223,1,0,ASC,5867243.083333333,101482.65250651042,294.69994990030926,0.0003561267008348838,2.9416287740071616,-2.9826793670654297,135.39700637286415,4.189219026356191,"{""type"":""Point"",""coordinates"":[-75.77961592134223,37.71258471480023]}",22.51,24.09,20.77,3.56,0.0,21.37
418_1_290,-24.788839501022736,0.9704772441796958,-25.542937404962764,33.35294723510742,2023-09-19,285.69408162434894,38.73392230176207,-76.24842717678327,1,0,ASC,5730642.833333333,101439.94417317708,294.0138333638509,0.0011116686587497,3.1978543599446616,-2.798271814982096,131.18743966776051,4.249305550079951,"{""type"":""Point"",""coordinates"":[-76.24842717678327,38.73392230176207]}",20.71,25.16,15.97,2.39,0.02,20.95
418_1_313,-32.02379780394017,1.3536459475453768,-23.657440013771897,34.38447189331055,2023-09-19,285.20067342122394,39.38696392935898,-76.22444844690204,1,0,ASC,5599485.333333333,101354.31917317708,292.54247919718426,0.0004291566709642147,3.131488800048828,-2.0201549530029297,122.82646947252312,3.7265598262973754,"{""type"":""Point"",""coordinates"":[-76.22444844690204,39.38696392935898]}",18.43,24.81,13.22,1.94,0.01,19.89
418_1_355,-29.1262104519948,0.9423629435224165,-30.90763559008935,33.95176315307617,2023-09-19,287.21019490559894,37.5492397986249,-75.86663133426741,1,0,ASC,5515296.833333333,101492.77750651042,295.0924466451009,0.0003848679363692338,3.041197458902994,-3.134941736857096,135.86959488579237,4.367692946800018,"{""type"":""Point"",""coordinates"":[-75.86663133426741,37.54923979862491]}",22.51,24.09,20.77,3.56,0.0,21.37
418_1_398,-49.00950991995788,1.8851418133166744,-25.99778413154589,32.063232421875,2023-09-19,288.2679748535156,36.94709711009913,-76.04567074652736,1,0,ASC,5823812.583333333,101533.15250651042,294.80663935343426,0.0005232991029783621,1.8436063130696612,-2.115207036336263,138.92471861936227,2.805884004045204,"{""type"":""Point"",""coordinates"":[-76.04567074652736,36.94709711009913]}",22.31,26.56,17.88,2.27,0.0,21.33
418_1_438,-23.989150919765304,0.8959736704871113,-26.77439271928961,33.39552688598633,2023-09-19,284.70091756184894,39.38341433265008,-76.39936747439695,1,0,ASC,5406841.666666667,100880.86083984376,292.1582832336426,0.0003513080378338233,2.880186716715494,-1.890231450398763,123.27640243388912,3.4450617496963667,"{""type"":""Point"",""coordinates"":[-76.39936747439695,39.38341433265008]}",18.43,24.81,13.22,1.94,0.01,19.89
418_2_38,-30.3245639871662,2.097258665607157,-14.459143492625516,31.470067977905277,2023-09-19,286.3411356608073,38.05463005904797,-76.4054840714764,0,0,ASC,5907244.583333333,101518.27750651042,294.5562324523926,0.0009573879341249204,3.038267771402994,-3.053073247273763,135.1392615530796,4.30724126372843,"{""type"":""Point"",""coordinates"":[-76.4054840714764,38.05463005904798]}",21.92,25.11,18.54,2.81,0.01,20.95
418_2_88,-17.27720752474784,6.294570375767505,-2.744779467596501,33.623146057128906,2023-09-19,287.29564412434894,37.26195866748024,-75.85615398810167,0,0,ASC,6127770.416666667,101511.90250651042,295.2530911763509,0.0004665554811521903,2.885069529215494,-3.267876307169596,138.5600799482577,4.35920196221374,"{""type"":""Point"",""coordinates"":[-75.85615398810167,37.26195866748024]}",22.51,24.09,20.77,3.56,0.0,21.37
418_2_260,-18.4934769989257,2.2202327532070933,-8.329521745957557,33.6140022277832,2023-09-19,287.29564412434894,37.271444156944106,-75.85993330772948,0,0,ASC,6127770.416666667,101511.90250651042,295.2530911763509,0.0004665554811521903,2.885069529215494,-3.267876307169596,138.5600799482577,4.35920196221374,"{""type"":""Point"",""coordinates"":[-75.85993330772948,37.27144415694411]}",22.51,24.09,20.77,3.56,0.0,21.37
418_2_314,-30.559072885266293,1.843410331514332,-16.577466428845774,33.63401794433594,2023-09-19,285.59837849934894,39.01773129010771,-76.26791445117814,0,0,ASC,5768624.75,101427.73583984376,293.6210110982259,0.0005902831597839331,4.176898956298828,-3.424980799357096,129.35112642793743,5.401571842259901,"{""type"":""Point"",""coordinates"":[-76.26791445117814,39.01773129010771]}",19.64,25.05,14.6,2.86,0.01,19.89
418_2_336,-30.742526703812143,1.808821956914358,-16.995883196959504,33.538673400878906,2023-09-19,285.69408162434894,38.73412218362813,-76.2161298356623,0,0,ASC,5730642.833333333,101439.94417317708,294.0138333638509,0.0011116686587497,3.1978543599446616,-2.798271814982096,131.18743966776051,4.249305550079951,"{""type"":""Point"",""coordinates"":[-76.2161298356623,38.73412218362814]}",20.71,25.16,15.97,2.39,0.02,20.95
418_2_345,-22.052979925859034,1.531855405879492,-14.396254268657716,35.42808151245117,2023-09-19,287.7792053222656,37.83678411747479,-75.67390991299865,0,0,ASC,5521146.083333333,101464.98583984376,294.45019404093426,0.0002993880460624432,2.6784451802571616,-2.362521489461263,131.41389191060568,3.5714949771501967,"{""type"":""Point"",""coordinates"":[-75.67390991299865,37.83678411747479]}",21.13,24.74,17.35,3.09,0.01,21.37
419_1_11,-29.37901214923585,1.251327126722689,-23.478282794189465,45.23735046386719,2023-09-24,289.37863794962567,39.68334252710496,-76.19965432641052,1,0,ASC,352593.73616536456,99989.7041015625,289.5987440745036,0.012141583332171,-2.797379811604818,-1.4946887095769246,-118.11636572271183,3.171660156591645,"{""type"":""Point"",""coordinates"":[-76.19965432641052,39.68334252710496]}",18.68,20.68,16.71,1.58,16.54,3.88
419_1_31,-29.230372950712244,1.2317821498076742,-23.73014818835958,39.42041015625,2023-09-24,289.679256439209,37.32722945812118,-76.8763935436474,1,0,ASC,1430770.2361653645,100746.4541015625,291.61379941304523,0.0039501397404819,0.6216875712076823,2.0865083932876587,16.591738036479427,2.177157024987852,"{""type"":""Point"",""coordinates"":[-76.8763935436474,37.32722945812118]}",19.41,24.17,16.15,1.02,0.32,8.34
419_1_133,-32.6745423350154,1.393954189872442,-23.44018373947093,45.4288330078125,2023-09-24,290.75656763712567,39.15744350954389,-76.0593068740037,1,0,ASC,566783.9028320312,100825.74576822916,292.01907285054523,0.0131121939048171,-3.844336191813151,-0.6016833384831747,-98.895291824867,3.89113654290012,"{""type"":""Point"",""coordinates"":[-76.0593068740037,39.15744350954389]}",19.66,21.44,17.85,2.83,5.81,3.88
419_1_139,-30.493701148018243,1.3810749742900208,-22.07968554617707,44.61911010742188,2023-09-24,291.085506439209,39.03327481911461,-76.18847968650985,1,0,ASC,680895.5694986979,100924.49576822916,292.4882297515869,0.0129027133031437,-3.646704355875651,0.3439343372980754,-84.61215795926852,3.662887315702616,"{""type"":""Point"",""coordinates"":[-76.18847968650985,39.0332748191146]}",19.66,21.44,17.85,2.83,5.81,3.88
419_1_192,-30.326963207719672,1.0417753543953636,-29.11084724721785,44.929805755615234,2023-09-24,290.4908612569173,39.39199763548393,-76.21323492350629,1,0,ASC,432976.48616536456,100965.5791015625,290.9799289703369,0.0159141526091843,-3.681819915771485,-1.0496610403060913,-105.91247937627884,3.828522716624261,"{""type"":""Point"",""coordinates"":[-76.21323492350629,39.39199763548393]}",18.68,20.68,16.71,1.58,16.54,3.88
419_1_237,-30.397422674791365,1.1939799369000046,-25.45890574486021,37.697540283203125,2023-09-24,289.67063013712567,37.2940855341036,-77.19527021296507,1,0,ASC,1401905.6528320312,100655.66243489584,291.3900038401286,0.0058230865591516,0.4343503316243489,1.399700125058492,17.23998966986912,1.465544489488784,"{""type"":""Point"",""coordinates"":[-77.19527021296507,37.29408553410361]}",19.41,23.67,16.16,0.77,3.13,9.54
419_1_250,-26.951974089464287,1.1286412728665576,-23.880018157594787,45.11295318603516,2023-09-24,290.43283716837567,37.71258471480023,-75.77961592134223,1,0,ASC,2249704.0694986978,100949.78743489584,294.0494276682536,0.0030802807305008,1.6165606180826824,7.028423269589742,12.952944649347224,7.211934684150045,"{""type"":""Point"",""coordinates"":[-75.77961592134223,37.71258471480023]}",21.68,23.48,20.3,6.41,1.89,7.64
419_1_265,-32.25160478677506,1.3748673562983855,-23.457975519622085,42.8995246887207,2023-09-24,290.5260175069173,38.18102449592077,-76.354758736145,1,0,ASC,1006769.9861653646,100843.49576822916,293.2741184234619,0.0087404367513954,-0.4457359313964844,4.185914317766826,-6.078220691335673,4.209579455981702,"{""type"":""Point"",""coordinates"":[-76.354758736145,38.18102449592077]}",20.7,23.34,19.0,4.23,0.23,7.4
